CallID,SeverityLevel,LocationCode,Timestamp,EstimatedResponseTime
425188,10,LOC_105,2024-01-01 13:59:36,42
425189,2,LOC_133,2024-01-01 13:59:38,48
425190,7,LOC_31,2024-01-01 13:59:40,47
425191,8,LOC_82,2024-01-01 13:59:42,46
425192,7,LOC_140,2024-01-01 13:59:44,32
425193,4,LOC_65,2024-01-01 13:59:46,25
425194,5,LOC_152,2024-01-01 13:59:48,29
425195,5,LOC_171,2024-01-01 13:59:50,48
425196,3,LOC_45,2024-01-01 13:59:52,6
425197,7,LOC_197,2024-01-01 13:59:54,41
425198,10,LOC_171,2024-01-01 13:59:56,14
425199,6,LOC_199,2024-01-01 13:59:58,26
425200,9,LOC_199,2024-01-01 14:00:00,20
425201,1,LOC_3,2024-01-01 14:00:02,17
425202,6,LOC_137,2024-01-01 14:00:04,8
425203,9,LOC_199,2024-01-01 14:00:06,34
425204,6,LOC_104,2024-01-01 14:00:08,45
425205,4,LOC_66,2024-01-01 14:00:10,52
425206,5,LOC_158,2024-01-01 14:00:12,11
425207,1,LOC_130,2024-01-01 14:00:14,38
425208,6,LOC_60,2024-01-01 14:00:16,23
425209,9,LOC_140,2024-01-01 14:00:18,20
425210,2,LOC_156,2024-01-01 14:00:20,58
425211,3,LOC_113,2024-01-01 14:00:22,51
425212,3,LOC_116,2024-01-01 14:00:24,59
425213,8,LOC_130,2024-01-01 14:00:26,55
425214,4,LOC_74,2024-01-01 14:00:28,8
425215,8,LOC_150,2024-01-01 14:00:30,58
425216,4,LOC_36,2024-01-01 14:00:32,37
425217,2,LOC_143,2024-01-01 14:00:34,10
425218,7,LOC_170,2024-01-01 14:00:36,35
425219,2,LOC_126,2024-01-01 14:00:38,33
425220,2,LOC_31,2024-01-01 14:00:40,5
425221,4,LOC_73,2024-01-01 14:00:42,7
425222,3,LOC_14,2024-01-01 14:00:44,36
425223,4,LOC_112,2024-01-01 14:00:46,9
425224,8,LOC_80,2024-01-01 14:00:48,25
425225,8,LOC_194,2024-01-01 14:00:50,21
425226,2,LOC_122,2024-01-01 14:00:52,45
425227,10,LOC_17,2024-01-01 14:00:54,37
425228,5,LOC_164,2024-01-01 14:00:56,38
425229,1,LOC_5,2024-01-01 14:00:58,55
425230,1,LOC_8,2024-01-01 14:01:00,53
425231,1,LOC_24,2024-01-01 14:01:02,19
425232,4,LOC_16,2024-01-01 14:01:04,58
425233,3,LOC_185,2024-01-01 14:01:06,12
425234,5,LOC_141,2024-01-01 14:01:08,42
425235,1,LOC_66,2024-01-01 14:01:10,5
425236,2,LOC_24,2024-01-01 14:01:12,51
425237,4,LOC_198,2024-01-01 14:01:14,46
425238,10,LOC_42,2024-01-01 14:01:16,11
425239,6,LOC_170,2024-01-01 14:01:18,45
425240,9,LOC_186,2024-01-01 14:01:20,9
425241,10,LOC_39,2024-01-01 14:01:22,34
425242,8,LOC_38,2024-01-01 14:01:24,22
425243,5,LOC_64,2024-01-01 14:01:26,46
425244,8,LOC_182,2024-01-01 14:01:28,31
425245,5,LOC_83,2024-01-01 14:01:30,29
425246,2,LOC_133,2024-01-01 14:01:32,51
425247,5,LOC_110,2024-01-01 14:01:34,40
425248,10,LOC_26,2024-01-01 14:01:36,28
425249,9,LOC_191,2024-01-01 14:01:38,58
425250,4,LOC_53,2024-01-01 14:01:40,30
425251,6,LOC_159,2024-01-01 14:01:42,53
425252,8,LOC_80,2024-01-01 14:01:44,36
425253,1,LOC_162,2024-01-01 14:01:46,42
425254,2,LOC_75,2024-01-01 14:01:48,37
425255,8,LOC_190,2024-01-01 14:01:50,49
425256,2,LOC_155,2024-01-01 14:01:52,16
425257,10,LOC_193,2024-01-01 14:01:54,5
425258,9,LOC_58,2024-01-01 14:01:56,19
425259,9,LOC_34,2024-01-01 14:01:58,58
425260,7,LOC_89,2024-01-01 14:02:00,32
425261,2,LOC_146,2024-01-01 14:02:02,35
425262,9,LOC_163,2024-01-01 14:02:04,56
425263,10,LOC_97,2024-01-01 14:02:06,39
425264,2,LOC_35,2024-01-01 14:02:08,29
425265,7,LOC_106,2024-01-01 14:02:10,48
425266,10,LOC_149,2024-01-01 14:02:12,12
425267,7,LOC_187,2024-01-01 14:02:14,59
425268,10,LOC_146,2024-01-01 14:02:16,60
425269,3,LOC_187,2024-01-01 14:02:18,50
425270,8,LOC_116,2024-01-01 14:02:20,48
425271,1,LOC_173,2024-01-01 14:02:22,58
425272,9,LOC_163,2024-01-01 14:02:24,32
425273,7,LOC_91,2024-01-01 14:02:26,34
425274,5,LOC_138,2024-01-01 14:02:28,51
425275,7,LOC_96,2024-01-01 14:02:30,58
425276,10,LOC_116,2024-01-01 14:02:32,33
425277,6,LOC_154,2024-01-01 14:02:34,34
425278,8,LOC_112,2024-01-01 14:02:36,35
425279,4,LOC_178,2024-01-01 14:02:38,47
425280,9,LOC_5,2024-01-01 14:02:40,7
425281,8,LOC_82,2024-01-01 14:02:42,7
425282,7,LOC_135,2024-01-01 14:02:44,13
425283,4,LOC_168,2024-01-01 14:02:46,51
425284,4,LOC_200,2024-01-01 14:02:48,35
425285,4,LOC_58,2024-01-01 14:02:50,41
425286,4,LOC_72,2024-01-01 14:02:52,34
425287,5,LOC_177,2024-01-01 14:02:54,10
425288,3,LOC_112,2024-01-01 14:02:56,36
425289,9,LOC_129,2024-01-01 14:02:58,30
425290,6,LOC_115,2024-01-01 14:03:00,8
425291,8,LOC_63,2024-01-01 14:03:02,46
425292,9,LOC_95,2024-01-01 14:03:04,21
425293,7,LOC_1,2024-01-01 14:03:06,52
425294,6,LOC_40,2024-01-01 14:03:08,10
425295,8,LOC_54,2024-01-01 14:03:10,13
425296,2,LOC_64,2024-01-01 14:03:12,18
425297,1,LOC_164,2024-01-01 14:03:14,26
425298,9,LOC_113,2024-01-01 14:03:16,48
425299,9,LOC_150,2024-01-01 14:03:18,15
425300,9,LOC_135,2024-01-01 14:03:20,5
425301,3,LOC_183,2024-01-01 14:03:22,54
425302,3,LOC_151,2024-01-01 14:03:24,47
425303,6,LOC_86,2024-01-01 14:03:26,54
425304,8,LOC_102,2024-01-01 14:03:28,44
425305,4,LOC_15,2024-01-01 14:03:30,37
425306,9,LOC_138,2024-01-01 14:03:32,18
425307,8,LOC_176,2024-01-01 14:03:34,7
425308,8,LOC_154,2024-01-01 14:03:36,51
425309,10,LOC_186,2024-01-01 14:03:38,9
425310,10,LOC_186,2024-01-01 14:03:40,5
425311,7,LOC_33,2024-01-01 14:03:42,17
425312,2,LOC_89,2024-01-01 14:03:44,52
425313,5,LOC_58,2024-01-01 14:03:46,54
425314,5,LOC_76,2024-01-01 14:03:48,44
425315,2,LOC_145,2024-01-01 14:03:50,57
425316,8,LOC_80,2024-01-01 14:03:52,59
425317,8,LOC_1,2024-01-01 14:03:54,45
425318,9,LOC_74,2024-01-01 14:03:56,39
425319,7,LOC_125,2024-01-01 14:03:58,12
425320,2,LOC_181,2024-01-01 14:04:00,33
425321,3,LOC_76,2024-01-01 14:04:02,44
425322,9,LOC_162,2024-01-01 14:04:04,25
425323,10,LOC_97,2024-01-01 14:04:06,20
425324,5,LOC_52,2024-01-01 14:04:08,32
425325,6,LOC_186,2024-01-01 14:04:10,59
425326,1,LOC_158,2024-01-01 14:04:12,21
425327,2,LOC_107,2024-01-01 14:04:14,14
425328,7,LOC_117,2024-01-01 14:04:16,16
425329,5,LOC_3,2024-01-01 14:04:18,37
425330,10,LOC_98,2024-01-01 14:04:20,15
425331,9,LOC_171,2024-01-01 14:04:22,36
425332,1,LOC_22,2024-01-01 14:04:24,50
425333,4,LOC_37,2024-01-01 14:04:26,59
425334,2,LOC_96,2024-01-01 14:04:28,60
425335,7,LOC_109,2024-01-01 14:04:30,33
425336,1,LOC_17,2024-01-01 14:04:32,48
425337,10,LOC_20,2024-01-01 14:04:34,37
425338,8,LOC_31,2024-01-01 14:04:36,34
425339,2,LOC_2,2024-01-01 14:04:38,22
425340,6,LOC_184,2024-01-01 14:04:40,44
425341,10,LOC_154,2024-01-01 14:04:42,15
425342,1,LOC_122,2024-01-01 14:04:44,56
425343,2,LOC_133,2024-01-01 14:04:46,60
425344,10,LOC_141,2024-01-01 14:04:48,47
425345,1,LOC_39,2024-01-01 14:04:50,16
425346,2,LOC_63,2024-01-01 14:04:52,11
425347,9,LOC_150,2024-01-01 14:04:54,46
425348,7,LOC_9,2024-01-01 14:04:56,25
425349,1,LOC_49,2024-01-01 14:04:58,24
425350,7,LOC_28,2024-01-01 14:05:00,60
425351,2,LOC_122,2024-01-01 14:05:02,20
425352,5,LOC_24,2024-01-01 14:05:04,35
425353,5,LOC_23,2024-01-01 14:05:06,22
425354,7,LOC_89,2024-01-01 14:05:08,28
425355,5,LOC_84,2024-01-01 14:05:10,10
425356,3,LOC_64,2024-01-01 14:05:12,60
425357,4,LOC_88,2024-01-01 14:05:14,28
425358,10,LOC_20,2024-01-01 14:05:16,31
425359,5,LOC_191,2024-01-01 14:05:18,44
425360,2,LOC_90,2024-01-01 14:05:20,46
425361,7,LOC_104,2024-01-01 14:05:22,17
425362,1,LOC_177,2024-01-01 14:05:24,17
425363,7,LOC_52,2024-01-01 14:05:26,19
425364,9,LOC_106,2024-01-01 14:05:28,50
425365,5,LOC_131,2024-01-01 14:05:30,30
425366,6,LOC_5,2024-01-01 14:05:32,8
425367,8,LOC_76,2024-01-01 14:05:34,21
425368,4,LOC_84,2024-01-01 14:05:36,16
425369,6,LOC_167,2024-01-01 14:05:38,5
425370,2,LOC_146,2024-01-01 14:05:40,10
425371,7,LOC_94,2024-01-01 14:05:42,19
425372,7,LOC_67,2024-01-01 14:05:44,34
425373,1,LOC_101,2024-01-01 14:05:46,46
425374,7,LOC_158,2024-01-01 14:05:48,32
425375,8,LOC_125,2024-01-01 14:05:50,37
425376,2,LOC_54,2024-01-01 14:05:52,21
425377,2,LOC_80,2024-01-01 14:05:54,55
425378,6,LOC_39,2024-01-01 14:05:56,22
425379,5,LOC_141,2024-01-01 14:05:58,32
425380,5,LOC_198,2024-01-01 14:06:00,42
425381,2,LOC_176,2024-01-01 14:06:02,57
425382,6,LOC_56,2024-01-01 14:06:04,27
425383,1,LOC_147,2024-01-01 14:06:06,6
425384,5,LOC_51,2024-01-01 14:06:08,27
425385,2,LOC_134,2024-01-01 14:06:10,22
425386,1,LOC_97,2024-01-01 14:06:12,18
425387,10,LOC_40,2024-01-01 14:06:14,43
425388,5,LOC_164,2024-01-01 14:06:16,51
425389,7,LOC_94,2024-01-01 14:06:18,11
425390,4,LOC_38,2024-01-01 14:06:20,34
425391,2,LOC_13,2024-01-01 14:06:22,7
425392,5,LOC_159,2024-01-01 14:06:24,46
425393,10,LOC_27,2024-01-01 14:06:26,60
425394,3,LOC_110,2024-01-01 14:06:28,54
425395,5,LOC_193,2024-01-01 14:06:30,20
425396,9,LOC_68,2024-01-01 14:06:32,53
425397,8,LOC_183,2024-01-01 14:06:34,6
425398,10,LOC_144,2024-01-01 14:06:36,11
425399,10,LOC_41,2024-01-01 14:06:38,46
425400,1,LOC_93,2024-01-01 14:06:40,8
425401,10,LOC_25,2024-01-01 14:06:42,29
425402,4,LOC_62,2024-01-01 14:06:44,41
425403,3,LOC_169,2024-01-01 14:06:46,20
425404,7,LOC_33,2024-01-01 14:06:48,25
425405,10,LOC_57,2024-01-01 14:06:50,13
425406,9,LOC_110,2024-01-01 14:06:52,28
425407,8,LOC_192,2024-01-01 14:06:54,55
425408,2,LOC_29,2024-01-01 14:06:56,49
425409,10,LOC_44,2024-01-01 14:06:58,50
425410,5,LOC_147,2024-01-01 14:07:00,52
425411,2,LOC_36,2024-01-01 14:07:02,37
425412,4,LOC_1,2024-01-01 14:07:04,6
425413,7,LOC_45,2024-01-01 14:07:06,60
425414,4,LOC_195,2024-01-01 14:07:08,39
425415,2,LOC_132,2024-01-01 14:07:10,18
425416,10,LOC_44,2024-01-01 14:07:12,22
425417,6,LOC_30,2024-01-01 14:07:14,31
425418,8,LOC_147,2024-01-01 14:07:16,10
425419,8,LOC_116,2024-01-01 14:07:18,30
425420,2,LOC_175,2024-01-01 14:07:20,50
425421,10,LOC_112,2024-01-01 14:07:22,5
425422,8,LOC_159,2024-01-01 14:07:24,56
425423,2,LOC_25,2024-01-01 14:07:26,35
425424,3,LOC_157,2024-01-01 14:07:28,60
425425,3,LOC_61,2024-01-01 14:07:30,19
425426,6,LOC_145,2024-01-01 14:07:32,12
425427,4,LOC_188,2024-01-01 14:07:34,18
425428,6,LOC_53,2024-01-01 14:07:36,10
425429,6,LOC_64,2024-01-01 14:07:38,27
425430,7,LOC_43,2024-01-01 14:07:40,50
425431,9,LOC_118,2024-01-01 14:07:42,51
425432,3,LOC_184,2024-01-01 14:07:44,24
425433,6,LOC_179,2024-01-01 14:07:46,58
425434,1,LOC_198,2024-01-01 14:07:48,22
425435,1,LOC_148,2024-01-01 14:07:50,21
425436,2,LOC_69,2024-01-01 14:07:52,55
425437,8,LOC_171,2024-01-01 14:07:54,36
425438,2,LOC_194,2024-01-01 14:07:56,58
425439,7,LOC_141,2024-01-01 14:07:58,15
425440,9,LOC_171,2024-01-01 14:08:00,44
425441,9,LOC_45,2024-01-01 14:08:02,9
425442,9,LOC_167,2024-01-01 14:08:04,13
425443,5,LOC_74,2024-01-01 14:08:06,29
425444,9,LOC_42,2024-01-01 14:08:08,57
425445,2,LOC_103,2024-01-01 14:08:10,17
425446,7,LOC_34,2024-01-01 14:08:12,43
425447,8,LOC_2,2024-01-01 14:08:14,18
425448,9,LOC_111,2024-01-01 14:08:16,59
425449,5,LOC_165,2024-01-01 14:08:18,60
425450,8,LOC_60,2024-01-01 14:08:20,14
425451,3,LOC_56,2024-01-01 14:08:22,13
425452,3,LOC_65,2024-01-01 14:08:24,15
425453,7,LOC_52,2024-01-01 14:08:26,33
425454,9,LOC_186,2024-01-01 14:08:28,18
425455,7,LOC_132,2024-01-01 14:08:30,52
425456,2,LOC_41,2024-01-01 14:08:32,26
425457,5,LOC_27,2024-01-01 14:08:34,23
425458,6,LOC_35,2024-01-01 14:08:36,38
425459,8,LOC_139,2024-01-01 14:08:38,22
425460,8,LOC_89,2024-01-01 14:08:40,44
425461,1,LOC_72,2024-01-01 14:08:42,21
425462,8,LOC_73,2024-01-01 14:08:44,49
425463,2,LOC_114,2024-01-01 14:08:46,32
425464,5,LOC_55,2024-01-01 14:08:48,22
425465,5,LOC_20,2024-01-01 14:08:50,5
425466,6,LOC_118,2024-01-01 14:08:52,42
425467,5,LOC_171,2024-01-01 14:08:54,51
425468,1,LOC_99,2024-01-01 14:08:56,49
425469,6,LOC_47,2024-01-01 14:08:58,53
425470,6,LOC_56,2024-01-01 14:09:00,16
425471,10,LOC_64,2024-01-01 14:09:02,45
425472,3,LOC_69,2024-01-01 14:09:04,24
425473,5,LOC_170,2024-01-01 14:09:06,39
425474,4,LOC_72,2024-01-01 14:09:08,51
425475,6,LOC_31,2024-01-01 14:09:10,41
425476,10,LOC_95,2024-01-01 14:09:12,25
425477,1,LOC_193,2024-01-01 14:09:14,40
425478,10,LOC_116,2024-01-01 14:09:16,35
425479,6,LOC_68,2024-01-01 14:09:18,36
425480,3,LOC_184,2024-01-01 14:09:20,39
425481,2,LOC_191,2024-01-01 14:09:22,25
425482,8,LOC_8,2024-01-01 14:09:24,32
425483,7,LOC_46,2024-01-01 14:09:26,27
425484,1,LOC_27,2024-01-01 14:09:28,50
425485,7,LOC_45,2024-01-01 14:09:30,16
425486,1,LOC_77,2024-01-01 14:09:32,17
425487,8,LOC_114,2024-01-01 14:09:34,12
425488,5,LOC_157,2024-01-01 14:09:36,60
425489,5,LOC_141,2024-01-01 14:09:38,35
425490,3,LOC_73,2024-01-01 14:09:40,38
425491,5,LOC_150,2024-01-01 14:09:42,13
425492,7,LOC_30,2024-01-01 14:09:44,27
425493,3,LOC_133,2024-01-01 14:09:46,60
425494,4,LOC_2,2024-01-01 14:09:48,25
425495,7,LOC_141,2024-01-01 14:09:50,13
425496,1,LOC_144,2024-01-01 14:09:52,59
425497,1,LOC_131,2024-01-01 14:09:54,16
425498,1,LOC_186,2024-01-01 14:09:56,35
425499,9,LOC_2,2024-01-01 14:09:58,43
425500,9,LOC_132,2024-01-01 14:10:00,16
425501,3,LOC_10,2024-01-01 14:10:02,42
425502,3,LOC_92,2024-01-01 14:10:04,16
425503,2,LOC_2,2024-01-01 14:10:06,46
425504,10,LOC_71,2024-01-01 14:10:08,54
425505,3,LOC_51,2024-01-01 14:10:10,45
425506,6,LOC_174,2024-01-01 14:10:12,21
425507,8,LOC_145,2024-01-01 14:10:14,10
425508,4,LOC_13,2024-01-01 14:10:16,51
425509,3,LOC_126,2024-01-01 14:10:18,60
425510,10,LOC_34,2024-01-01 14:10:20,42
425511,10,LOC_3,2024-01-01 14:10:22,15
425512,6,LOC_23,2024-01-01 14:10:24,6
425513,1,LOC_173,2024-01-01 14:10:26,15
425514,3,LOC_123,2024-01-01 14:10:28,43
425515,9,LOC_35,2024-01-01 14:10:30,59
425516,6,LOC_119,2024-01-01 14:10:32,41
425517,10,LOC_132,2024-01-01 14:10:34,38
425518,4,LOC_86,2024-01-01 14:10:36,55
425519,10,LOC_177,2024-01-01 14:10:38,56
425520,5,LOC_55,2024-01-01 14:10:40,15
425521,7,LOC_9,2024-01-01 14:10:42,19
425522,3,LOC_44,2024-01-01 14:10:44,24
425523,1,LOC_142,2024-01-01 14:10:46,5
425524,8,LOC_122,2024-01-01 14:10:48,46
425525,1,LOC_4,2024-01-01 14:10:50,19
425526,8,LOC_198,2024-01-01 14:10:52,39
425527,2,LOC_126,2024-01-01 14:10:54,11
425528,6,LOC_13,2024-01-01 14:10:56,29
425529,9,LOC_84,2024-01-01 14:10:58,14
425530,5,LOC_98,2024-01-01 14:11:00,5
425531,9,LOC_131,2024-01-01 14:11:02,40
425532,10,LOC_95,2024-01-01 14:11:04,57
425533,10,LOC_42,2024-01-01 14:11:06,48
425534,1,LOC_139,2024-01-01 14:11:08,25
425535,2,LOC_92,2024-01-01 14:11:10,10
425536,3,LOC_36,2024-01-01 14:11:12,46
425537,9,LOC_107,2024-01-01 14:11:14,29
425538,1,LOC_6,2024-01-01 14:11:16,41
425539,10,LOC_160,2024-01-01 14:11:18,50
425540,8,LOC_177,2024-01-01 14:11:20,23
425541,10,LOC_72,2024-01-01 14:11:22,12
425542,2,LOC_200,2024-01-01 14:11:24,33
425543,2,LOC_96,2024-01-01 14:11:26,42
425544,1,LOC_61,2024-01-01 14:11:28,30
425545,5,LOC_129,2024-01-01 14:11:30,51
425546,8,LOC_64,2024-01-01 14:11:32,35
425547,3,LOC_179,2024-01-01 14:11:34,27
425548,10,LOC_173,2024-01-01 14:11:36,56
425549,1,LOC_194,2024-01-01 14:11:38,11
425550,3,LOC_81,2024-01-01 14:11:40,43
425551,10,LOC_110,2024-01-01 14:11:42,37
425552,5,LOC_134,2024-01-01 14:11:44,49
425553,4,LOC_69,2024-01-01 14:11:46,53
425554,4,LOC_179,2024-01-01 14:11:48,13
425555,10,LOC_176,2024-01-01 14:11:50,49
425556,8,LOC_139,2024-01-01 14:11:52,47
425557,7,LOC_161,2024-01-01 14:11:54,36
425558,2,LOC_86,2024-01-01 14:11:56,24
425559,3,LOC_188,2024-01-01 14:11:58,57
425560,10,LOC_177,2024-01-01 14:12:00,53
425561,6,LOC_173,2024-01-01 14:12:02,44
425562,10,LOC_195,2024-01-01 14:12:04,25
425563,8,LOC_21,2024-01-01 14:12:06,55
425564,10,LOC_78,2024-01-01 14:12:08,33
425565,8,LOC_14,2024-01-01 14:12:10,7
425566,8,LOC_23,2024-01-01 14:12:12,43
425567,2,LOC_190,2024-01-01 14:12:14,46
425568,1,LOC_60,2024-01-01 14:12:16,28
425569,4,LOC_57,2024-01-01 14:12:18,30
425570,4,LOC_90,2024-01-01 14:12:20,44
425571,3,LOC_30,2024-01-01 14:12:22,45
425572,8,LOC_46,2024-01-01 14:12:24,17
425573,5,LOC_3,2024-01-01 14:12:26,26
425574,2,LOC_96,2024-01-01 14:12:28,25
425575,9,LOC_185,2024-01-01 14:12:30,39
425576,7,LOC_108,2024-01-01 14:12:32,20
425577,2,LOC_169,2024-01-01 14:12:34,46
425578,5,LOC_171,2024-01-01 14:12:36,19
425579,9,LOC_120,2024-01-01 14:12:38,8
425580,7,LOC_29,2024-01-01 14:12:40,9
425581,6,LOC_78,2024-01-01 14:12:42,14
425582,2,LOC_29,2024-01-01 14:12:44,59
425583,9,LOC_195,2024-01-01 14:12:46,37
425584,10,LOC_87,2024-01-01 14:12:48,44
425585,5,LOC_153,2024-01-01 14:12:50,50
425586,2,LOC_160,2024-01-01 14:12:52,14
425587,7,LOC_84,2024-01-01 14:12:54,47
425588,10,LOC_86,2024-01-01 14:12:56,12
425589,8,LOC_53,2024-01-01 14:12:58,19
425590,7,LOC_168,2024-01-01 14:13:00,29
425591,7,LOC_79,2024-01-01 14:13:02,40
425592,2,LOC_72,2024-01-01 14:13:04,19
425593,2,LOC_56,2024-01-01 14:13:06,55
425594,8,LOC_68,2024-01-01 14:13:08,6
425595,1,LOC_180,2024-01-01 14:13:10,10
425596,10,LOC_140,2024-01-01 14:13:12,8
425597,2,LOC_28,2024-01-01 14:13:14,5
425598,7,LOC_64,2024-01-01 14:13:16,40
425599,3,LOC_47,2024-01-01 14:13:18,22
425600,5,LOC_61,2024-01-01 14:13:20,15
425601,7,LOC_89,2024-01-01 14:13:22,54
425602,5,LOC_146,2024-01-01 14:13:24,57
425603,6,LOC_21,2024-01-01 14:13:26,47
425604,9,LOC_156,2024-01-01 14:13:28,45
425605,9,LOC_31,2024-01-01 14:13:30,46
425606,10,LOC_125,2024-01-01 14:13:32,37
425607,6,LOC_84,2024-01-01 14:13:34,9
425608,8,LOC_154,2024-01-01 14:13:36,12
425609,6,LOC_73,2024-01-01 14:13:38,60
425610,4,LOC_103,2024-01-01 14:13:40,42
425611,9,LOC_11,2024-01-01 14:13:42,46
425612,4,LOC_70,2024-01-01 14:13:44,28
425613,10,LOC_183,2024-01-01 14:13:46,21
425614,9,LOC_153,2024-01-01 14:13:48,18
425615,1,LOC_73,2024-01-01 14:13:50,44
425616,5,LOC_13,2024-01-01 14:13:52,38
425617,1,LOC_156,2024-01-01 14:13:54,9
425618,1,LOC_2,2024-01-01 14:13:56,31
425619,10,LOC_84,2024-01-01 14:13:58,30
425620,10,LOC_139,2024-01-01 14:14:00,10
425621,10,LOC_138,2024-01-01 14:14:02,49
425622,4,LOC_49,2024-01-01 14:14:04,17
425623,2,LOC_102,2024-01-01 14:14:06,35
425624,10,LOC_195,2024-01-01 14:14:08,15
425625,7,LOC_99,2024-01-01 14:14:10,23
425626,1,LOC_196,2024-01-01 14:14:12,58
425627,4,LOC_182,2024-01-01 14:14:14,8
425628,8,LOC_89,2024-01-01 14:14:16,5
425629,6,LOC_145,2024-01-01 14:14:18,57
425630,10,LOC_146,2024-01-01 14:14:20,6
425631,7,LOC_72,2024-01-01 14:14:22,6
425632,9,LOC_30,2024-01-01 14:14:24,8
425633,7,LOC_115,2024-01-01 14:14:26,12
425634,1,LOC_148,2024-01-01 14:14:28,11
425635,8,LOC_160,2024-01-01 14:14:30,29
425636,6,LOC_26,2024-01-01 14:14:32,6
425637,6,LOC_155,2024-01-01 14:14:34,15
425638,1,LOC_139,2024-01-01 14:14:36,29
425639,6,LOC_56,2024-01-01 14:14:38,51
425640,8,LOC_75,2024-01-01 14:14:40,42
425641,5,LOC_91,2024-01-01 14:14:42,49
425642,6,LOC_183,2024-01-01 14:14:44,39
425643,4,LOC_153,2024-01-01 14:14:46,17
425644,2,LOC_135,2024-01-01 14:14:48,28
425645,7,LOC_99,2024-01-01 14:14:50,51
425646,6,LOC_66,2024-01-01 14:14:52,41
425647,4,LOC_66,2024-01-01 14:14:54,34
425648,9,LOC_28,2024-01-01 14:14:56,55
425649,3,LOC_197,2024-01-01 14:14:58,31
425650,9,LOC_141,2024-01-01 14:15:00,37
425651,2,LOC_2,2024-01-01 14:15:02,35
425652,9,LOC_97,2024-01-01 14:15:04,50
425653,4,LOC_46,2024-01-01 14:15:06,8
425654,2,LOC_154,2024-01-01 14:15:08,34
425655,1,LOC_161,2024-01-01 14:15:10,57
425656,4,LOC_6,2024-01-01 14:15:12,36
425657,9,LOC_31,2024-01-01 14:15:14,34
425658,7,LOC_33,2024-01-01 14:15:16,20
425659,3,LOC_84,2024-01-01 14:15:18,26
425660,9,LOC_140,2024-01-01 14:15:20,12
425661,2,LOC_166,2024-01-01 14:15:22,52
425662,10,LOC_167,2024-01-01 14:15:24,12
425663,3,LOC_189,2024-01-01 14:15:26,33
425664,8,LOC_108,2024-01-01 14:15:28,11
425665,6,LOC_25,2024-01-01 14:15:30,39
425666,1,LOC_116,2024-01-01 14:15:32,37
425667,5,LOC_80,2024-01-01 14:15:34,13
425668,5,LOC_100,2024-01-01 14:15:36,34
425669,7,LOC_180,2024-01-01 14:15:38,55
425670,1,LOC_16,2024-01-01 14:15:40,21
425671,3,LOC_89,2024-01-01 14:15:42,43
425672,8,LOC_106,2024-01-01 14:15:44,25
425673,8,LOC_24,2024-01-01 14:15:46,16
425674,6,LOC_66,2024-01-01 14:15:48,24
425675,6,LOC_140,2024-01-01 14:15:50,24
425676,8,LOC_146,2024-01-01 14:15:52,47
425677,6,LOC_23,2024-01-01 14:15:54,43
425678,7,LOC_17,2024-01-01 14:15:56,21
425679,10,LOC_158,2024-01-01 14:15:58,6
425680,2,LOC_169,2024-01-01 14:16:00,50
425681,5,LOC_8,2024-01-01 14:16:02,49
425682,10,LOC_6,2024-01-01 14:16:04,26
425683,5,LOC_166,2024-01-01 14:16:06,24
425684,5,LOC_147,2024-01-01 14:16:08,32
425685,3,LOC_167,2024-01-01 14:16:10,52
425686,6,LOC_38,2024-01-01 14:16:12,58
425687,2,LOC_108,2024-01-01 14:16:14,27
425688,4,LOC_142,2024-01-01 14:16:16,57
425689,10,LOC_117,2024-01-01 14:16:18,57
425690,4,LOC_150,2024-01-01 14:16:20,55
425691,1,LOC_118,2024-01-01 14:16:22,30
425692,7,LOC_191,2024-01-01 14:16:24,30
425693,8,LOC_92,2024-01-01 14:16:26,49
425694,3,LOC_66,2024-01-01 14:16:28,46
425695,5,LOC_47,2024-01-01 14:16:30,5
425696,4,LOC_27,2024-01-01 14:16:32,58
425697,6,LOC_124,2024-01-01 14:16:34,42
425698,10,LOC_127,2024-01-01 14:16:36,5
425699,7,LOC_89,2024-01-01 14:16:38,55
425700,9,LOC_17,2024-01-01 14:16:40,11
425701,3,LOC_72,2024-01-01 14:16:42,28
425702,1,LOC_122,2024-01-01 14:16:44,33
425703,9,LOC_60,2024-01-01 14:16:46,32
425704,4,LOC_84,2024-01-01 14:16:48,7
425705,10,LOC_108,2024-01-01 14:16:50,52
425706,9,LOC_13,2024-01-01 14:16:52,60
425707,2,LOC_146,2024-01-01 14:16:54,13
425708,3,LOC_118,2024-01-01 14:16:56,12
425709,7,LOC_107,2024-01-01 14:16:58,15
425710,4,LOC_156,2024-01-01 14:17:00,46
425711,4,LOC_92,2024-01-01 14:17:02,16
425712,7,LOC_1,2024-01-01 14:17:04,10
425713,8,LOC_162,2024-01-01 14:17:06,33
425714,3,LOC_107,2024-01-01 14:17:08,26
425715,6,LOC_130,2024-01-01 14:17:10,9
425716,4,LOC_33,2024-01-01 14:17:12,55
425717,7,LOC_26,2024-01-01 14:17:14,17
425718,6,LOC_168,2024-01-01 14:17:16,55
425719,5,LOC_35,2024-01-01 14:17:18,57
425720,8,LOC_2,2024-01-01 14:17:20,10
425721,9,LOC_33,2024-01-01 14:17:22,18
425722,4,LOC_166,2024-01-01 14:17:24,54
425723,3,LOC_165,2024-01-01 14:17:26,45
425724,1,LOC_14,2024-01-01 14:17:28,15
